candidate_id,job_id,role,candidate_skills,recruiter_skills,recruiter_priority_list,recruiter_skill_weights,experience_years
c037,j185,customer support,embedded|android,networking|sales,sales|networking,"{""sales"": 5, ""networking"": 4}",12
c175,j113,software engineer,node|prototyping|docker|linux|android|ux research,git|embedded|firewall|figma,git|figma|firewall|embedded,"{""git"": 5, ""figma"": 4, ""firewall"": 3, ""embedded"": 2}",6
c035,j076,software engineer,security|accounting|java|excel|communication|seo|sql,communication|java|excel|sql|sales,excel|sql|communication|java|sales,"{""excel"": 5, ""sql"": 4, ""communication"": 3, ""java"": 2, ""sales"": 1}",12
c069,j086,product manager,networking|sales|ios,sales|networking|finance|ios,networking|finance|ios|sales,"{""networking"": 5, ""finance"": 4, ""ios"": 3, ""sales"": 2}",7
c036,j107,embedded engineer,seo|ux research|cloud|linux|communication|python|embedded,linux|seo|cloud|crm|embedded|sales,seo|crm|linux|embedded|cloud|sales,"{""seo"": 5, ""crm"": 4, ""linux"": 3, ""embedded"": 2, ""cloud"": 1, ""sales"": 1}",1
c053,j056,UI/UX designer,cloud|node,security|java|crm,java|crm|security,"{""java"": 5, ""crm"": 4, ""security"": 3}",5
c197,j017,data analyst,android|prototyping|react|linux|ux research,figma|python|java|sales|sql,figma|python|java|sql|sales,"{""figma"": 5, ""python"": 4, ""java"": 3, ""sql"": 2, ""sales"": 1}",4
c140,j088,software engineer,seo|docker|finance|python|linux,ux research|prototyping|git,git|prototyping|ux research,"{""git"": 5, ""prototyping"": 4, ""ux research"": 3}",11
c036,j121,HR coordinator,finance|prototyping,sales|finance,sales|finance,"{""sales"": 5, ""finance"": 4}",11
c056,j179,customer support,linux|prototyping,prototyping|linux|security,prototyping|security|linux,"{""prototyping"": 5, ""security"": 4, ""linux"": 3}",5
c190,j065,operations associate,accounting|ml,crm|ux research|prototyping|python|teamwork,crm|ux research|prototyping|teamwork|python,"{""crm"": 5, ""ux research"": 4, ""prototyping"": 3, ""teamwork"": 2, ""python"": 1}",12
c062,j054,financial analyst,sql|ops|marketing|docker|security|android|finance,prototyping|java|ml|ux research,ml|java|ux research|prototyping,"{""ml"": 5, ""java"": 4, ""ux research"": 3, ""prototyping"": 2}",1
c078,j180,financial analyst,ml|excel,marketing|excel|finance,excel|marketing|finance,"{""excel"": 5, ""marketing"": 4, ""finance"": 3}",11
c017,j085,software engineer,react|support|communication|marketing|ops|finance,finance|communication|prototyping|firewall,prototyping|communication|finance|firewall,"{""prototyping"": 5, ""communication"": 4, ""finance"": 3, ""firewall"": 2}",7
c162,j035,operations associate,excel|react|linux|teamwork|sql|ux research|ml,excel|ml|seo,ml|seo|excel,"{""ml"": 5, ""seo"": 4, ""excel"": 3}",8
c158,j183,embedded engineer,react|firewall|communication|node,react|communication|node,react|node|communication,"{""react"": 5, ""node"": 4, ""communication"": 3}",2
c038,j051,product manager,security|support|figma|prototyping,python|teamwork,python|teamwork,"{""python"": 5, ""teamwork"": 4}",1
c091,j010,data analyst,cloud|ux research|excel|python|prototyping|seo|docker|teamwork,sql|excel|cloud|ux research,sql|excel|cloud|ux research,"{""sql"": 5, ""excel"": 4, ""cloud"": 3, ""ux research"": 2}",4
c052,j086,customer support,cloud|firewall|accounting|crm|support|marketing,ops|seo,seo|ops,"{""seo"": 5, ""ops"": 4}",6
c010,j105,marketing analyst,finance|node,seo|ml|firewall|git|marketing,marketing|ml|git|firewall|seo,"{""marketing"": 5, ""ml"": 4, ""git"": 3, ""firewall"": 2, ""seo"": 1}",5
c197,j024,customer support,communication|prototyping|sales,prototyping|teamwork,teamwork|prototyping,"{""teamwork"": 5, ""prototyping"": 4}",6
c123,j027,financial analyst,seo|sql|teamwork,teamwork|sql|seo,teamwork|sql|seo,"{""teamwork"": 5, ""sql"": 4, ""seo"": 3}",11
c084,j175,financial analyst,marketing|ml|ios|c|android,node|ios|accounting|linux|marketing,linux|ios|marketing|accounting|node,"{""linux"": 5, ""ios"": 4, ""marketing"": 3, ""accounting"": 2, ""node"": 1}",2
c061,j118,product manager,ios|marketing|networking|docker|accounting|embedded,teamwork|networking,teamwork|networking,"{""teamwork"": 5, ""networking"": 4}",12
c018,j136,financial analyst,cloud|ml|networking|accounting|git|python|security,android|excel|teamwork|crm|java|figma,figma|crm|teamwork|excel|android|java,"{""figma"": 5, ""crm"": 4, ""teamwork"": 3, ""excel"": 2, ""android"": 1, ""java"": 1}",10
c014,j019,operations associate,ml|firewall|embedded|figma|ops|support,ml|firewall,ml|firewall,"{""ml"": 5, ""firewall"": 4}",7
c053,j039,data scientist,java|security|communication,communication|java|security,communication|security|java,"{""communication"": 5, ""security"": 4, ""java"": 3}",6
c159,j048,HR coordinator,support|python|ml|git,linux|seo|java|networking|ops|security,networking|seo|security|ops|linux|java,"{""networking"": 5, ""seo"": 4, ""security"": 3, ""ops"": 2, ""linux"": 1, ""java"": 1}",10
c075,j131,embedded engineer,linux|prototyping|ml|excel|figma,prototyping|linux|teamwork|excel,linux|teamwork|excel|prototyping,"{""linux"": 5, ""teamwork"": 4, ""excel"": 3, ""prototyping"": 2}",4
c090,j126,financial analyst,prototyping|finance|docker,accounting|java|prototyping|support|react,accounting|java|support|react|prototyping,"{""accounting"": 5, ""java"": 4, ""support"": 3, ""react"": 2, ""prototyping"": 1}",7
c107,j050,mobile developer,node|git|docker|sql|ml|networking|marketing,ml|node,ml|node,"{""ml"": 5, ""node"": 4}",10
c067,j015,HR coordinator,figma|linux,java|figma|linux|firewall,java|firewall|linux|figma,"{""java"": 5, ""firewall"": 4, ""linux"": 3, ""figma"": 2}",9
c044,j164,data analyst,communication|ios|support|figma,prototyping|embedded|crm|ml,crm|embedded|ml|prototyping,"{""crm"": 5, ""embedded"": 4, ""ml"": 3, ""prototyping"": 2}",8
c119,j165,embedded engineer,c|android|linux|cloud|ux research|networking|ml|java,excel|node|ux research|java,ux research|node|excel|java,"{""ux research"": 5, ""node"": 4, ""excel"": 3, ""java"": 2}",2
c061,j044,devops engineer,ml|react|teamwork|android|marketing,docker|python|accounting|android|crm,accounting|docker|android|python|crm,"{""accounting"": 5, ""docker"": 4, ""android"": 3, ""python"": 2, ""crm"": 1}",8
c146,j138,UI/UX designer,seo|git|c|finance|networking|ux research|sales,finance|ml|sales|git,git|sales|ml|finance,"{""git"": 5, ""sales"": 4, ""ml"": 3, ""finance"": 2}",9
c047,j169,software engineer,ml|accounting|teamwork|sales|ios|figma,networking|accounting|react|sales|security,networking|security|react|accounting|sales,"{""networking"": 5, ""security"": 4, ""react"": 3, ""accounting"": 2, ""sales"": 1}",1
c112,j009,HR coordinator,prototyping|finance|ops|support,finance|prototyping|ops|react,prototyping|finance|ops|react,"{""prototyping"": 5, ""finance"": 4, ""ops"": 3, ""react"": 2}",11
c010,j058,cybersecurity analyst,teamwork|security|ops|sql|react|accounting|embedded|c,linux|git|seo|prototyping,seo|git|prototyping|linux,"{""seo"": 5, ""git"": 4, ""prototyping"": 3, ""linux"": 2}",9
c194,j175,operations associate,embedded|finance|marketing,embedded|marketing,marketing|embedded,"{""marketing"": 5, ""embedded"": 4}",11
c074,j033,HR coordinator,ux research|embedded|figma|ops,react|ios|communication,ios|react|communication,"{""ios"": 5, ""react"": 4, ""communication"": 3}",2
c153,j175,data scientist,node|docker|communication|ops,ux research|ops|docker|communication|node,ops|communication|node|docker|ux research,"{""ops"": 5, ""communication"": 4, ""node"": 3, ""docker"": 2, ""ux research"": 1}",11
c058,j162,operations associate,excel|figma,communication|java,java|communication,"{""java"": 5, ""communication"": 4}",1
c060,j194,financial analyst,communication|node|docker|marketing|finance|java,node|java|communication|marketing|docker|linux,communication|java|linux|node|docker|marketing,"{""communication"": 5, ""java"": 4, ""linux"": 3, ""node"": 2, ""docker"": 1, ""marketing"": 1}",5
c064,j182,mobile developer,embedded|sales|sql|finance|ux research,sales|sql,sql|sales,"{""sql"": 5, ""sales"": 4}",9
c015,j004,UI/UX designer,ux research|networking|teamwork|sql|security|marketing|seo|node,teamwork|ops|sql|node|marketing,marketing|sql|ops|teamwork|node,"{""marketing"": 5, ""sql"": 4, ""ops"": 3, ""teamwork"": 2, ""node"": 1}",1
c180,j026,data scientist,seo|prototyping|figma|support|ios|ml,git|ml|networking|prototyping,prototyping|ml|git|networking,"{""prototyping"": 5, ""ml"": 4, ""git"": 3, ""networking"": 2}",1
c008,j163,customer support,c|accounting,git|ml|ios|teamwork|firewall,ml|git|firewall|teamwork|ios,"{""ml"": 5, ""git"": 4, ""firewall"": 3, ""teamwork"": 2, ""ios"": 1}",7
c052,j104,operations associate,prototyping|teamwork|sql|docker,git|docker|prototyping|teamwork,teamwork|prototyping|git|docker,"{""teamwork"": 5, ""prototyping"": 4, ""git"": 3, ""docker"": 2}",4
c029,j048,embedded engineer,marketing|java|git|ux research|python|cloud|ml|seo,ml|java|cloud|git,git|java|ml|cloud,"{""git"": 5, ""java"": 4, ""ml"": 3, ""cloud"": 2}",6
c104,j153,data scientist,security|ml|node|networking|support|accounting|c,sales|git|seo,seo|git|sales,"{""seo"": 5, ""git"": 4, ""sales"": 3}",0
c150,j058,embedded engineer,java|embedded|android,ux research|seo|git|linux,ux research|linux|git|seo,"{""ux research"": 5, ""linux"": 4, ""git"": 3, ""seo"": 2}",5
c153,j019,cybersecurity analyst,excel|linux|seo|docker|security|figma|communication|ios,python|ios,ios|python,"{""ios"": 5, ""python"": 4}",7
c038,j049,data scientist,prototyping|sql|seo|git|networking,support|communication,communication|support,"{""communication"": 5, ""support"": 4}",4
c035,j023,network engineer,embedded|react|crm|node|accounting|ios|java|support,prototyping|support|accounting|embedded|node|crm,accounting|node|prototyping|crm|support|embedded,"{""accounting"": 5, ""node"": 4, ""prototyping"": 3, ""crm"": 2, ""support"": 1, ""embedded"": 1}",8
c104,j200,HR coordinator,c|crm|excel|git|docker|ml|linux,crm|docker|linux,linux|docker|crm,"{""linux"": 5, ""docker"": 4, ""crm"": 3}",9
c009,j058,financial analyst,marketing|crm|sales|teamwork|seo|linux|java|accounting,figma|prototyping|ops|crm|java,crm|java|prototyping|ops|figma,"{""crm"": 5, ""java"": 4, ""prototyping"": 3, ""ops"": 2, ""figma"": 1}",1
c188,j167,devops engineer,firewall|embedded,ops|java|firewall|embedded,firewall|ops|java|embedded,"{""firewall"": 5, ""ops"": 4, ""java"": 3, ""embedded"": 2}",2
c194,j197,HR coordinator,sql|support|excel|ml,excel|ml,excel|ml,"{""excel"": 5, ""ml"": 4}",11
c004,j064,UI/UX designer,node|teamwork|sql|figma|finance|security|accounting|react,teamwork|figma|accounting|node|firewall|react,node|figma|firewall|react|accounting|teamwork,"{""node"": 5, ""figma"": 4, ""firewall"": 3, ""react"": 2, ""accounting"": 1, ""teamwork"": 1}",9
c118,j073,financial analyst,sales|android|git|networking|ops,networking|ops|git|finance|android,android|ops|finance|git|networking,"{""android"": 5, ""ops"": 4, ""finance"": 3, ""git"": 2, ""networking"": 1}",8
c121,j117,cybersecurity analyst,crm|sales|marketing|seo|communication|excel|networking|ops,prototyping|networking|ops|figma|excel,figma|prototyping|ops|networking|excel,"{""figma"": 5, ""prototyping"": 4, ""ops"": 3, ""networking"": 2, ""excel"": 1}",11
c065,j071,UI/UX designer,node|sql|excel|marketing,node|marketing|excel|cloud|sql,sql|node|cloud|excel|marketing,"{""sql"": 5, ""node"": 4, ""cloud"": 3, ""excel"": 2, ""marketing"": 1}",8
c009,j034,data scientist,git|accounting|cloud|crm|linux|seo,crm|networking,crm|networking,"{""crm"": 5, ""networking"": 4}",8
c032,j161,software engineer,embedded|c|excel,c|embedded,embedded|c,"{""embedded"": 5, ""c"": 4}",5
c088,j014,devops engineer,seo|finance,support|git|docker|teamwork|node,support|docker|git|teamwork|node,"{""support"": 5, ""docker"": 4, ""git"": 3, ""teamwork"": 2, ""node"": 1}",12
c054,j035,devops engineer,support|excel,finance|ux research|crm,ux research|finance|crm,"{""ux research"": 5, ""finance"": 4, ""crm"": 3}",9
c087,j018,operations associate,accounting|git|firewall|ux research|support,node|marketing,marketing|node,"{""marketing"": 5, ""node"": 4}",3
c181,j096,marketing analyst,accounting|sales|embedded|node|networking|cloud|sql|prototyping,teamwork|seo|android|figma|ios,figma|android|ios|seo|teamwork,"{""figma"": 5, ""android"": 4, ""ios"": 3, ""seo"": 2, ""teamwork"": 1}",1
c157,j165,UI/UX designer,git|react|python|communication|seo|prototyping|java,communication|seo,seo|communication,"{""seo"": 5, ""communication"": 4}",6
c188,j156,embedded engineer,ios|react|firewall|support|android|networking|docker|node,android|ios|node,android|node|ios,"{""android"": 5, ""node"": 4, ""ios"": 3}",6
c183,j028,data analyst,figma|node|sales|embedded|support|linux|docker,support|linux|node|docker,support|linux|node|docker,"{""support"": 5, ""linux"": 4, ""node"": 3, ""docker"": 2}",5
c004,j079,devops engineer,docker|figma|marketing|git|communication|node|cloud|finance,marketing|git,marketing|git,"{""marketing"": 5, ""git"": 4}",0
c164,j186,mobile developer,ml|python|c|crm,security|firewall|figma|ux research|node|react,firewall|security|figma|ux research|react|node,"{""firewall"": 5, ""security"": 4, ""figma"": 3, ""ux research"": 2, ""react"": 1, ""node"": 1}",0
c003,j119,devops engineer,networking|cloud|ux research|node|python|sql|crm,cloud|ux research|ios|python,ux research|cloud|ios|python,"{""ux research"": 5, ""cloud"": 4, ""ios"": 3, ""python"": 2}",2
c131,j063,customer support,java|ml|node|ux research|finance,ux research|ml,ml|ux research,"{""ml"": 5, ""ux research"": 4}",1
c152,j099,data analyst,ml|support,support|python|ml,python|support|ml,"{""python"": 5, ""support"": 4, ""ml"": 3}",11
c116,j086,HR coordinator,communication|ops|sales|git|security|ml|prototyping,networking|docker|node|ml|sql,docker|networking|sql|node|ml,"{""docker"": 5, ""networking"": 4, ""sql"": 3, ""node"": 2, ""ml"": 1}",2
c052,j120,mobile developer,git|security|networking|accounting|marketing|support|communication,linux|finance|git|communication|marketing|support,support|communication|finance|git|linux|marketing,"{""support"": 5, ""communication"": 4, ""finance"": 3, ""git"": 2, ""linux"": 1, ""marketing"": 1}",1
c105,j080,embedded engineer,docker|ops|java|communication|cloud,cloud|java|docker,docker|java|cloud,"{""docker"": 5, ""java"": 4, ""cloud"": 3}",10
c139,j003,product manager,node|ops|marketing|finance,ux research|marketing|ops|node|linux|finance,linux|ux research|finance|ops|node|marketing,"{""linux"": 5, ""ux research"": 4, ""finance"": 3, ""ops"": 2, ""node"": 1, ""marketing"": 1}",12
c045,j116,product manager,accounting|react,react|java|accounting,react|accounting|java,"{""react"": 5, ""accounting"": 4, ""java"": 3}",7
c190,j046,embedded engineer,support|linux,ml|support|accounting|linux|networking|crm,linux|accounting|support|crm|networking|ml,"{""linux"": 5, ""accounting"": 4, ""support"": 3, ""crm"": 2, ""networking"": 1, ""ml"": 1}",4
c145,j186,mobile developer,marketing|sales|linux|sql|networking|seo,sql|linux|sales|seo|networking|marketing,linux|seo|networking|sql|marketing|sales,"{""linux"": 5, ""seo"": 4, ""networking"": 3, ""sql"": 2, ""marketing"": 1, ""sales"": 1}",0
c115,j048,embedded engineer,seo|java|python|react,python|java|seo,java|seo|python,"{""java"": 5, ""seo"": 4, ""python"": 3}",1
c043,j079,financial analyst,seo|prototyping|finance|python,finance|seo|python,python|finance|seo,"{""python"": 5, ""finance"": 4, ""seo"": 3}",2
c012,j082,HR coordinator,sql|git|docker,linux|prototyping|ios|ml|embedded,ios|prototyping|embedded|ml|linux,"{""ios"": 5, ""prototyping"": 4, ""embedded"": 3, ""ml"": 2, ""linux"": 1}",6
c139,j066,HR coordinator,react|ios|ml|c|android,embedded|c|android,embedded|c|android,"{""embedded"": 5, ""c"": 4, ""android"": 3}",7
c096,j140,network engineer,android|marketing|figma,marketing|c|figma|finance|android,finance|c|figma|marketing|android,"{""finance"": 5, ""c"": 4, ""figma"": 3, ""marketing"": 2, ""android"": 1}",5
c146,j015,operations associate,ios|react|communication|ux research|android,teamwork|marketing,marketing|teamwork,"{""marketing"": 5, ""teamwork"": 4}",11
c024,j077,marketing analyst,sql|react|ios|ops,ios|react,react|ios,"{""react"": 5, ""ios"": 4}",2
c012,j097,software engineer,python|security|seo,ux research|android|security,android|security|ux research,"{""android"": 5, ""security"": 4, ""ux research"": 3}",12
c144,j134,data analyst,finance|excel|linux|ml|docker,ops|linux|finance,finance|linux|ops,"{""finance"": 5, ""linux"": 4, ""ops"": 3}",1
c125,j061,UI/UX designer,ios|sales,ios|firewall|support|embedded|sales|sql,firewall|embedded|support|sales|ios|sql,"{""firewall"": 5, ""embedded"": 4, ""support"": 3, ""sales"": 2, ""ios"": 1, ""sql"": 1}",3
c079,j025,data analyst,react|c|teamwork|git,java|figma|sales|communication|ux research,java|sales|figma|communication|ux research,"{""java"": 5, ""sales"": 4, ""figma"": 3, ""communication"": 2, ""ux research"": 1}",6
c111,j012,data scientist,teamwork|docker,communication|docker|teamwork|sql,teamwork|sql|communication|docker,"{""teamwork"": 5, ""sql"": 4, ""communication"": 3, ""docker"": 2}",8
