candidate_id,job_id,role,candidate_skills_list,recruiter_priority_list,recruiter_skill_weights_dict,experience_years
c065,j051,operations associate,"['networking', 'finance', 'sql', 'git']","['networking', 'node', 'linux', 'firewall', 'finance', 'git']","{'networking': 5, 'node': 4, 'linux': 3, 'firewall': 2, 'finance': 1, 'git': 1}",6
c138,j058,embedded engineer,"['android', 'finance']","['communication', 'embedded', 'react', 'ml']","{'communication': 5, 'embedded': 4, 'react': 3, 'ml': 2}",7
c054,j161,customer support,"['excel', 'ops', 'teamwork', 'ml']","['git', 'linux', 'security', 'crm', 'docker']","{'git': 5, 'linux': 4, 'security': 3, 'crm': 2, 'docker': 1}",5
c165,j095,software engineer,"['react', 'android', 'firewall', 'marketing', 'embedded', 'ops']","['git', 'networking', 'finance', 'communication', 'node']","{'git': 5, 'networking': 4, 'finance': 3, 'communication': 2, 'node': 1}",1
c192,j164,embedded engineer,"['networking', 'seo', 'accounting']","['accounting', 'seo']","{'accounting': 5, 'seo': 4}",8
c065,j006,ui/ux designer,"['ux research', 'teamwork', 'c', 'crm', 'ios']","['ops', 'ux research', 'firewall', 'support']","{'ops': 5, 'ux research': 4, 'firewall': 3, 'support': 2}",11
c065,j010,software engineer,"['prototyping', 'teamwork', 'embedded', 'linux', 'docker', 'ios']","['embedded', 'linux', 'ios']","{'embedded': 5, 'linux': 4, 'ios': 3}",6
c076,j024,marketing analyst,"['docker', 'ux research', 'python', 'linux', 'cloud', 'crm']","['crm', 'docker']","{'crm': 5, 'docker': 4}",5
c010,j016,customer support,"['accounting', 'firewall', 'ux research', 'support', 'node', 'c', 'communication']","['cloud', 'embedded', 'ops', 'ml', 'sales', 'java']","{'cloud': 5, 'embedded': 4, 'ops': 3, 'ml': 2, 'sales': 1, 'java': 1}",3
c064,j020,data scientist,"['finance', 'embedded', 'sales', 'docker', 'marketing', 'teamwork', 'firewall', 'figma']","['sales', 'teamwork', 'docker', 'marketing', 'figma', 'accounting']","{'sales': 5, 'teamwork': 4, 'docker': 3, 'marketing': 2, 'figma': 1, 'accounting': 1}",6
c054,j188,mobile developer,"['marketing', 'ux research', 'embedded', 'c', 'git', 'ios']","['node', 'networking', 'git', 'ops', 'ux research', 'crm']","{'node': 5, 'networking': 4, 'git': 3, 'ops': 2, 'ux research': 1, 'crm': 1}",12
c159,j072,customer support,"['security', 'finance', 'excel', 'accounting', 'ux research']","['sql', 'ux research', 'react', 'java', 'teamwork', 'sales']","{'sql': 5, 'ux research': 4, 'react': 3, 'java': 2, 'teamwork': 1, 'sales': 1}",0
c166,j083,financial analyst,"['git', 'excel', 'security', 'ml', 'python']","['security', 'git', 'cloud', 'python', 'ml', 'excel']","{'security': 5, 'git': 4, 'cloud': 3, 'python': 2, 'ml': 1, 'excel': 1}",11
c052,j182,data scientist,"['crm', 'support', 'java', 'finance', 'python', 'firewall', 'accounting', 'seo']","['seo', 'python', 'support']","{'seo': 5, 'python': 4, 'support': 3}",0
c171,j146,operations associate,"['git', 'finance', 'ops', 'node']","['ops', 'git', 'node', 'sales', 'finance']","{'ops': 5, 'git': 4, 'node': 3, 'sales': 2, 'finance': 1}",9
c160,j124,data analyst,"['accounting', 'figma', 'finance', 'android', 'security']","['prototyping', 'security', 'figma', 'python']","{'prototyping': 5, 'security': 4, 'figma': 3, 'python': 2}",10
c165,j066,product manager,"['ios', 'linux', 'figma', 'git', 'firewall', 'c', 'sql', 'ux research']","['networking', 'sales', 'java', 'finance', 'crm']","{'networking': 5, 'sales': 4, 'java': 3, 'finance': 2, 'crm': 1}",12
c039,j082,cybersecurity analyst,"['teamwork', 'seo', 'finance', 'marketing']","['seo', 'teamwork']","{'seo': 5, 'teamwork': 4}",0
c057,j194,hr coordinator,"['cloud', 'python', 'react', 'ux research']","['ux research', 'marketing', 'react', 'cloud', 'figma']","{'ux research': 5, 'marketing': 4, 'react': 3, 'cloud': 2, 'figma': 1}",6
c080,j134,network engineer,"['finance', 'android', 'security', 'ios']","['ux research', 'security', 'figma', 'android', 'ops']","{'ux research': 5, 'security': 4, 'figma': 3, 'android': 2, 'ops': 1}",12
c182,j004,data scientist,"['embedded', 'networking', 'ios', 'accounting', 'java', 'linux']","['networking', 'ios', 'firewall', 'java']","{'networking': 5, 'ios': 4, 'firewall': 3, 'java': 2}",1
c140,j071,financial analyst,"['firewall', 'node', 'networking']","['cloud', 'firewall', 'networking']","{'cloud': 5, 'firewall': 4, 'networking': 3}",8
c002,j066,network engineer,"['firewall', 'communication', 'linux']","['linux', 'docker', 'ops', 'firewall', 'communication']","{'linux': 5, 'docker': 4, 'ops': 3, 'firewall': 2, 'communication': 1}",11
c024,j101,data analyst,"['networking', 'communication', 'crm', 'node', 'python']","['excel', 'docker']","{'excel': 5, 'docker': 4}",4
c045,j152,ui/ux designer,"['sales', 'accounting', 'sql', 'c', 'prototyping']","['python', 'accounting', 'linux']","{'python': 5, 'accounting': 4, 'linux': 3}",11
c161,j055,financial analyst,"['firewall', 'ml', 'sql', 'cloud', 'python', 'accounting', 'teamwork']","['excel', 'docker', 'networking', 'java', 'communication', 'security']","{'excel': 5, 'docker': 4, 'networking': 3, 'java': 2, 'communication': 1, 'security': 1}",6
c003,j177,data scientist,"['linux', 'teamwork', 'support', 'ml', 'crm', 'ios', 'figma']","['react', 'java']","{'react': 5, 'java': 4}",12
c085,j135,network engineer,"['java', 'python', 'sales', 'finance', 'teamwork', 'networking', 'seo']","['python', 'networking']","{'python': 5, 'networking': 4}",3
c130,j133,network engineer,"['security', 'ops', 'cloud', 'crm', 'embedded', 'android', 'prototyping', 'seo']","['security', 'embedded']","{'security': 5, 'embedded': 4}",11
c193,j073,devops engineer,"['ux research', 'finance', 'prototyping', 'firewall', 'ios']","['cloud', 'docker', 'c', 'figma', 'communication']","{'cloud': 5, 'docker': 4, 'c': 3, 'figma': 2, 'communication': 1}",1
c189,j118,product manager,"['prototyping', 'react', 'communication', 'sql']","['finance', 'communication', 'sql']","{'finance': 5, 'communication': 4, 'sql': 3}",10
c005,j193,devops engineer,"['ops', 'node']","['ops', 'node']","{'ops': 5, 'node': 4}",1
c022,j060,financial analyst,"['android', 'support']","['support', 'ux research', 'android']","{'support': 5, 'ux research': 4, 'android': 3}",6
c159,j111,data scientist,"['accounting', 'firewall', 'marketing']","['ops', 'communication']","{'ops': 5, 'communication': 4}",6
c100,j050,marketing analyst,"['embedded', 'firewall', 'networking']","['embedded', 'finance', 'networking', 'node', 'firewall']","{'embedded': 5, 'finance': 4, 'networking': 3, 'node': 2, 'firewall': 1}",10
c105,j115,mobile developer,"['finance', 'git', 'cloud']","['prototyping', 'finance', 'ux research', 'cloud']","{'prototyping': 5, 'finance': 4, 'ux research': 3, 'cloud': 2}",4
c162,j181,software engineer,"['firewall', 'ml', 'finance', 'node', 'communication', 'figma']","['linux', 'firewall', 'communication', 'finance', 'ml']","{'linux': 5, 'firewall': 4, 'communication': 3, 'finance': 2, 'ml': 1}",12
c027,j115,financial analyst,"['react', 'communication', 'accounting', 'prototyping', 'teamwork', 'ml']","['ml', 'teamwork']","{'ml': 5, 'teamwork': 4}",3
c182,j040,customer support,"['support', 'prototyping', 'android', 'cloud', 'sales', 'git']","['android', 'prototyping', 'sales', 'git', 'figma', 'cloud']","{'android': 5, 'prototyping': 4, 'sales': 3, 'git': 2, 'figma': 1, 'cloud': 1}",0
c003,j114,operations associate,"['networking', 'embedded', 'prototyping', 'cloud', 'ml', 'accounting', 'node', 'docker']","['figma', 'ux research', 'cloud', 'sql']","{'figma': 5, 'ux research': 4, 'cloud': 3, 'sql': 2}",6
c167,j168,data scientist,"['java', 'python', 'android', 'ios', 'ops', 'security', 'crm']","['python', 'android', 'crm', 'security']","{'python': 5, 'android': 4, 'crm': 3, 'security': 2}",5
c119,j072,marketing analyst,"['docker', 'c', 'ios', 'excel', 'ml']","['finance', 'excel', 'docker', 'ml', 'c', 'ios']","{'finance': 5, 'excel': 4, 'docker': 3, 'ml': 2, 'c': 1, 'ios': 1}",10
c111,j181,marketing analyst,"['security', 'cloud', 'java', 'linux', 'marketing', 'ml', 'sql', 'c']","['ops', 'react', 'networking', 'git', 'seo']","{'ops': 5, 'react': 4, 'networking': 3, 'git': 2, 'seo': 1}",10
c184,j032,financial analyst,"['accounting', 'ux research', 'node', 'finance', 'sales', 'support', 'python']","['react', 'finance', 'accounting', 'support', 'sales']","{'react': 5, 'finance': 4, 'accounting': 3, 'support': 2, 'sales': 1}",1
c163,j093,marketing analyst,"['crm', 'firewall', 'marketing']","['accounting', 'crm', 'firewall', 'marketing', 'excel']","{'accounting': 5, 'crm': 4, 'firewall': 3, 'marketing': 2, 'excel': 1}",0
c161,j155,data scientist,"['seo', 'support']","['python', 'ops', 'embedded']","{'python': 5, 'ops': 4, 'embedded': 3}",12
c195,j072,network engineer,"['teamwork', 'crm', 'accounting', 'marketing', 'ml', 'docker', 'ux research', 'react']","['teamwork', 'accounting', 'docker', 'node']","{'teamwork': 5, 'accounting': 4, 'docker': 3, 'node': 2}",3
c118,j152,data analyst,"['accounting', 'teamwork', 'figma', 'communication']","['teamwork', 'figma', 'accounting', 'communication', 'git', 'prototyping']","{'teamwork': 5, 'figma': 4, 'accounting': 3, 'communication': 2, 'git': 1, 'prototyping': 1}",3
c144,j024,operations associate,"['java', 'cloud', 'ml', 'networking']","['react', 'marketing', 'c', 'accounting', 'firewall', 'linux']","{'react': 5, 'marketing': 4, 'c': 3, 'accounting': 2, 'firewall': 1, 'linux': 1}",2
c004,j023,ui/ux designer,"['ios', 'ux research', 'git', 'sql', 'communication', 'networking']","['ops', 'communication', 'firewall', 'networking', 'python']","{'ops': 5, 'communication': 4, 'firewall': 3, 'networking': 2, 'python': 1}",1
c029,j007,customer support,"['python', 'firewall', 'ux research']","['python', 'ux research', 'firewall', 'java']","{'python': 5, 'ux research': 4, 'firewall': 3, 'java': 2}",1
c131,j090,data analyst,"['marketing', 'linux', 'sales', 'node']","['docker', 'finance', 'embedded', 'react', 'android', 'c']","{'docker': 5, 'finance': 4, 'embedded': 3, 'react': 2, 'android': 1, 'c': 1}",10
c063,j081,mobile developer,"['c', 'firewall', 'linux', 'teamwork']","['communication', 'firewall', 'teamwork', 'linux', 'c', 'java']","{'communication': 5, 'firewall': 4, 'teamwork': 3, 'linux': 2, 'c': 1, 'java': 1}",4
c178,j093,devops engineer,"['cloud', 'sales', 'ops', 'firewall', 'teamwork', 'finance']","['firewall', 'sales']","{'firewall': 5, 'sales': 4}",8
c074,j193,hr coordinator,"['embedded', 'react', 'docker']","['react', 'embedded', 'docker']","{'react': 5, 'embedded': 4, 'docker': 3}",7
c115,j155,hr coordinator,"['networking', 'linux', 'firewall', 'teamwork']","['linux', 'firewall', 'teamwork', 'java', 'networking']","{'linux': 5, 'firewall': 4, 'teamwork': 3, 'java': 2, 'networking': 1}",5
c015,j134,software engineer,"['prototyping', 'python', 'firewall']","['firewall', 'python', 'sales', 'prototyping']","{'firewall': 5, 'python': 4, 'sales': 3, 'prototyping': 2}",7
c193,j118,embedded engineer,"['react', 'sales', 'marketing', 'finance', 'linux', 'cloud']","['finance', 'cloud', 'excel', 'react', 'linux', 'marketing']","{'finance': 5, 'cloud': 4, 'excel': 3, 'react': 2, 'linux': 1, 'marketing': 1}",10
c039,j130,customer support,"['networking', 'seo', 'communication', 'finance', 'sales', 'git', 'sql']","['teamwork', 'ios']","{'teamwork': 5, 'ios': 4}",5
c153,j023,data analyst,"['linux', 'ops', 'ml', 'cloud', 'c', 'embedded', 'docker', 'java']","['ml', 'ops', 'android', 'cloud']","{'ml': 5, 'ops': 4, 'android': 3, 'cloud': 2}",10
c199,j088,mobile developer,"['embedded', 'react', 'cloud', 'firewall', 'crm', 'ux research', 'docker', 'networking']","['android', 'docker', 'networking', 'embedded', 'crm', 'firewall']","{'android': 5, 'docker': 4, 'networking': 3, 'embedded': 2, 'crm': 1, 'firewall': 1}",7
c088,j134,devops engineer,"['finance', 'support', 'python', 'linux', 'ops', 'docker']","['support', 'linux']","{'support': 5, 'linux': 4}",5
c171,j066,embedded engineer,"['firewall', 'ml']","['firewall', 'ml']","{'firewall': 5, 'ml': 4}",12
c157,j061,product manager,"['linux', 'seo', 'excel', 'react', 'firewall']","['excel', 'teamwork', 'linux', 'seo']","{'excel': 5, 'teamwork': 4, 'linux': 3, 'seo': 2}",3
c047,j163,data scientist,"['embedded', 'seo', 'prototyping', 'excel', 'ml']","['figma', 'docker']","{'figma': 5, 'docker': 4}",7
c066,j070,mobile developer,"['react', 'java', 'docker', 'teamwork', 'communication', 'ml', 'figma']","['figma', 'java', 'docker', 'communication', 'prototyping', 'teamwork']","{'figma': 5, 'java': 4, 'docker': 3, 'communication': 2, 'prototyping': 1, 'teamwork': 1}",7
c012,j026,product manager,"['python', 'java', 'linux', 'docker', 'cloud', 'ops']","['sales', 'linux', 'java', 'ops', 'docker', 'python']","{'sales': 5, 'linux': 4, 'java': 3, 'ops': 2, 'docker': 1, 'python': 1}",1
c148,j074,product manager,"['networking', 'marketing', 'linux', 'seo']","['finance', 'marketing', 'seo', 'linux', 'networking']","{'finance': 5, 'marketing': 4, 'seo': 3, 'linux': 2, 'networking': 1}",5
c169,j141,embedded engineer,"['sql', 'embedded', 'java']","['java', 'embedded']","{'java': 5, 'embedded': 4}",5
c019,j142,operations associate,"['firewall', 'c', 'docker']","['security', 'ml', 'react']","{'security': 5, 'ml': 4, 'react': 3}",11
c032,j176,data analyst,"['crm', 'c']","['embedded', 'finance']","{'embedded': 5, 'finance': 4}",11
c103,j137,hr coordinator,"['accounting', 'ops', 'git', 'support', 'android', 'c', 'networking', 'linux']","['networking', 'ops', 'react', 'finance', 'support']","{'networking': 5, 'ops': 4, 'react': 3, 'finance': 2, 'support': 1}",2
c086,j132,software engineer,"['embedded', 'security']","['accounting', 'seo']","{'accounting': 5, 'seo': 4}",12
c110,j016,ui/ux designer,"['excel', 'accounting', 'sales', 'linux', 'communication', 'android', 'react']","['linux', 'docker', 'android', 'react', 'seo']","{'linux': 5, 'docker': 4, 'android': 3, 'react': 2, 'seo': 1}",7
c030,j140,product manager,"['firewall', 'prototyping', 'seo', 'crm']","['crm', 'python', 'prototyping', 'firewall', 'seo']","{'crm': 5, 'python': 4, 'prototyping': 3, 'firewall': 2, 'seo': 1}",10
c125,j047,devops engineer,"['python', 'security', 'ml', 'android', 'networking', 'embedded', 'sql']","['android', 'security', 'embedded', 'communication', 'networking']","{'android': 5, 'security': 4, 'embedded': 3, 'communication': 2, 'networking': 1}",5
c182,j052,marketing analyst,"['seo', 'support', 'git', 'android', 'sql']","['ops', 'prototyping', 'teamwork', 'node']","{'ops': 5, 'prototyping': 4, 'teamwork': 3, 'node': 2}",2
c163,j053,customer support,"['teamwork', 'seo']","['node', 'support', 'linux']","{'node': 5, 'support': 4, 'linux': 3}",12
c198,j042,customer support,"['android', 'java', 'networking', 'excel', 'teamwork', 'accounting', 'firewall']","['crm', 'security']","{'crm': 5, 'security': 4}",9
c168,j041,data scientist,"['ux research', 'support']","['support', 'crm', 'networking', 'firewall', 'ux research']","{'support': 5, 'crm': 4, 'networking': 3, 'firewall': 2, 'ux research': 1}",7
c170,j134,embedded engineer,"['react', 'communication', 'python', 'seo', 'sql', 'ux research', 'embedded', 'cloud']","['ux research', 'communication', 'react', 'seo', 'cloud']","{'ux research': 5, 'communication': 4, 'react': 3, 'seo': 2, 'cloud': 1}",8
c115,j101,devops engineer,"['seo', 'docker', 'sql', 'c', 'accounting', 'linux', 'android', 'embedded']","['accounting', 'c']","{'accounting': 5, 'c': 4}",12
c120,j024,marketing analyst,"['firewall', 'teamwork', 'node']","['node', 'sales', 'firewall', 'teamwork']","{'node': 5, 'sales': 4, 'firewall': 3, 'teamwork': 2}",0
c061,j003,devops engineer,"['firewall', 'python', 'linux', 'java', 'c']","['c', 'linux', 'support', 'python']","{'c': 5, 'linux': 4, 'support': 3, 'python': 2}",4
c070,j131,mobile developer,"['crm', 'seo', 'security']","['excel', 'cloud', 'crm']","{'excel': 5, 'cloud': 4, 'crm': 3}",4
c023,j057,network engineer,"['cloud', 'finance', 'accounting']","['ux research', 'cloud', 'marketing', 'react', 'linux', 'finance']","{'ux research': 5, 'cloud': 4, 'marketing': 3, 'react': 2, 'linux': 1, 'finance': 1}",1
c197,j145,ui/ux designer,"['excel', 'networking', 'ux research']","['crm', 'teamwork', 'python', 'seo', 'sales', 'ml']","{'crm': 5, 'teamwork': 4, 'python': 3, 'seo': 2, 'sales': 1, 'ml': 1}",9
c148,j143,product manager,"['accounting', 'sales', 'figma', 'embedded']","['figma', 'accounting', 'python', 'sales', 'embedded']","{'figma': 5, 'accounting': 4, 'python': 3, 'sales': 2, 'embedded': 1}",4
c195,j051,ui/ux designer,"['ux research', 'communication']","['ux research', 'communication']","{'ux research': 5, 'communication': 4}",11
c030,j032,marketing analyst,"['docker', 'ops']","['ops', 'seo', 'docker']","{'ops': 5, 'seo': 4, 'docker': 3}",4
c009,j156,marketing analyst,"['cloud', 'ml', 'docker', 'prototyping', 'seo', 'java', 'ops']","['android', 'java', 'cloud', 'ops', 'docker']","{'android': 5, 'java': 4, 'cloud': 3, 'ops': 2, 'docker': 1}",7
c036,j030,product manager,"['c', 'embedded', 'figma', 'react', 'firewall']","['embedded', 'python']","{'embedded': 5, 'python': 4}",11
c179,j132,embedded engineer,"['python', 'ux research', 'finance', 'ops', 'java', 'crm', 'sales']","['embedded', 'ml', 'support']","{'embedded': 5, 'ml': 4, 'support': 3}",2
c172,j085,ui/ux designer,"['embedded', 'java', 'security', 'crm']","['security', 'embedded', 'crm']","{'security': 5, 'embedded': 4, 'crm': 3}",12
c176,j116,customer support,"['security', 'cloud', 'communication', 'firewall', 'docker', 'ml', 'c']","['security', 'docker', 'communication']","{'security': 5, 'docker': 4, 'communication': 3}",11
c051,j051,software engineer,"['linux', 'networking', 'git', 'prototyping', 'communication']","['sql', 'networking', 'ux research', 'security']","{'sql': 5, 'networking': 4, 'ux research': 3, 'security': 2}",3
c179,j034,hr coordinator,"['cloud', 'ux research']","['ml', 'sales', 'git']","{'ml': 5, 'sales': 4, 'git': 3}",8
c054,j057,hr coordinator,"['ops', 'android', 'react', 'excel', 'ml']","['react', 'excel', 'ops']","{'react': 5, 'excel': 4, 'ops': 3}",12
c110,j154,embedded engineer,"['networking', 'security']","['networking', 'ios', 'c']","{'networking': 5, 'ios': 4, 'c': 3}",5
